as_of_date,scenario_id,alias,capital_brl,market_state,ticket_id,ticker,side,notional_brl,reason
2023-01-02,hermes_10000,Hermes,10000.0,balanced,3ef09af0-dfa6-4d78-aa56-ba8d9a07bb9e,BTC-USD,buy,2400.0,historical_hermes_balanced
2023-01-02,hermes_10000,Hermes,10000.0,balanced,a26d5561-fe00-4352-bbe4-bb23d3ac7025,ETH-USD,buy,1400.0000000000002,historical_hermes_balanced
2023-01-02,hermes_10000,Hermes,10000.0,balanced,f5d2546e-3d63-42fa-8ca8-edf3e78b8d37,SOL-USD,buy,800.0,historical_hermes_balanced
2023-01-03,hermes_10000,Hermes,10000.0,balanced,b48aa77b-13e8-474e-8d4d-fb859b68e2d8,SOL-USD,sell,137.21145167633847,historical_hermes_balanced
2023-01-09,hermes_10000,Hermes,10000.0,balanced,344a3e1a-316c-44c6-8e02-5287ca719860,SOL-USD,sell,145.19264752705908,historical_hermes_balanced
2023-01-11,hermes_10000,Hermes,10000.0,balanced,433b16cb-bbae-4e65-b821-71113f035a35,ETH-USD,sell,104.04640108852482,historical_hermes_balanced
2023-01-12,hermes_10000,Hermes,10000.0,balanced,513c3e20-1b7d-4de6-9042-f330ce813cb7,BTC-USD,sell,103.66685127807568,historical_hermes_balanced
2023-01-16,hermes_10000,Hermes,10000.0,balanced,e2fbf1fe-1ba3-49c8-936c-f1b4e8ee5e6f,BTC-USD,sell,117.72769179497527,historical_hermes_balanced
2023-01-16,hermes_10000,Hermes,10000.0,balanced,8fe2050e-3f5b-48bd-b316-87ac599678a2,SOL-USD,sell,281.21574185501686,historical_hermes_balanced
2023-01-20,hermes_10000,Hermes,10000.0,balanced,7f8f4118-bb15-4bae-a1c4-0cccbfbdcae2,BTC-USD,sell,110.3229936506209,historical_hermes_balanced
2023-01-24,hermes_10000,Hermes,10000.0,risk_on,c7121501-59c4-402b-b30e-492aa3c15fb4,BTC-USD,buy,1137.3913545484652,historical_hermes_risk_on
2023-01-24,hermes_10000,Hermes,10000.0,risk_on,bcd71782-990e-41ac-be06-5570f73ef80c,ETH-USD,buy,695.6248827462973,historical_hermes_risk_on
2023-01-24,hermes_10000,Hermes,10000.0,risk_on,a84d7e75-ce85-4c8d-af23-f33052de45a0,SOL-USD,buy,992.1670933540977,historical_hermes_risk_on
2023-02-01,hermes_10000,Hermes,10000.0,risk_on,1ba94223-c88d-4d76-ae88-55beb3acfcff,SOL-USD,sell,104.27755728019793,historical_hermes_risk_on
2023-02-03,hermes_10000,Hermes,10000.0,opportunistic,d8cbc200-f1f7-4579-b077-8a5b86342562,BTC-USD,buy,753.4656142254662,historical_hermes_opportunistic
2023-02-03,hermes_10000,Hermes,10000.0,opportunistic,b73a3ed6-10bc-4dcf-b5b2-4f8d567d25ee,SOL-USD,buy,510.40913081178064,historical_hermes_opportunistic
2023-02-06,hermes_10000,Hermes,10000.0,opportunistic,3b15a2b9-3138-4663-b465-05480bc4f4af,SOL-USD,buy,118.34070997690105,historical_hermes_opportunistic
2023-02-07,hermes_10000,Hermes,10000.0,opportunistic,3663d07f-e13b-4988-8bb5-942e9d448a16,ETH-USD,sell,106.1972192486387,historical_hermes_opportunistic
2023-02-09,hermes_10000,Hermes,10000.0,opportunistic,8cb67b55-11a2-49fd-94ef-65f463eca415,SOL-USD,buy,123.04440212901591,historical_hermes_opportunistic
2023-02-14,hermes_10000,Hermes,10000.0,balanced,e79a8ba5-74cb-4047-a5da-cf86c2832ab1,BTC-USD,sell,1881.3252140222803,historical_hermes_balanced
2023-02-14,hermes_10000,Hermes,10000.0,balanced,4a93114a-1b69-49bb-a682-0683cb20497e,ETH-USD,sell,646.5769205599479,historical_hermes_balanced
2023-02-14,hermes_10000,Hermes,10000.0,balanced,000d72aa-320d-43d8-82f5-e6f9cfb79a5c,SOL-USD,sell,1496.019488684704,historical_hermes_balanced
2023-02-15,hermes_10000,Hermes,10000.0,balanced,077277f7-dc84-40b7-99c6-e8af8ada6c58,BTC-USD,sell,154.74375851347122,historical_hermes_balanced
