as_of_date,scenario_id,alias,capital_brl,market_state,nav_before_brl,nav_after_brl,cash_after_brl,order_count,fill_count,selected_assets
2023-01-02,zeus_1000,Zeus,1000.0,balanced,1000.0,999.425,709.425,2,2,"PETR4.SA,BTC-USD"
2023-01-03,zeus_1000,Zeus,1000.0,balanced,989.7712147712707,989.7712147712707,709.425,0,0,"PETR4.SA,BTC-USD"
2023-01-04,zeus_1000,Zeus,1000.0,balanced,987.6913175716818,987.6913175716818,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-05,zeus_1000,Zeus,1000.0,balanced,991.8822554397901,991.8822554397901,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-06,zeus_1000,Zeus,1000.0,balanced,997.9617713652741,997.9617713652741,709.425,0,0,"PETR4.SA,BTC-USD"
2023-01-09,zeus_1000,Zeus,1000.0,balanced,999.0154808593419,999.0154808593419,709.425,0,0,"PETR4.SA,BTC-USD"
2023-01-10,zeus_1000,Zeus,1000.0,balanced,1002.0153739498272,1002.0153739498272,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-11,zeus_1000,Zeus,1000.0,balanced,1007.5828478734855,1007.5828478734855,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-12,zeus_1000,Zeus,1000.0,balanced,1016.3305016348388,1016.3305016348388,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-13,zeus_1000,Zeus,1000.0,balanced,1027.5713495793802,1027.5713495793802,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-16,zeus_1000,Zeus,1000.0,balanced,1037.7469997093374,1037.7469997093374,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-17,zeus_1000,Zeus,1000.0,balanced,1034.0750416504625,1034.0750416504625,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-18,zeus_1000,Zeus,1000.0,balanced,1039.2963954788347,1039.2963954788347,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-19,zeus_1000,Zeus,1000.0,balanced,1039.850412334291,1039.850412334291,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-20,zeus_1000,Zeus,1000.0,balanced,1057.901849153189,1057.901849153189,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-23,zeus_1000,Zeus,1000.0,balanced,1063.3006971282023,1063.3006971282023,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-24,zeus_1000,Zeus,1000.0,risk_on,1063.4911379390705,1063.4911379390705,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-25,zeus_1000,Zeus,1000.0,risk_on,1065.9221162380272,1065.9221162380272,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-26,zeus_1000,Zeus,1000.0,risk_on,1067.5731975762972,1067.5731975762972,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-27,zeus_1000,Zeus,1000.0,risk_on,1063.5846151449632,1063.5846151449632,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-30,zeus_1000,Zeus,1000.0,risk_on,1057.9512445481728,1057.9512445481728,709.425,0,0,"BTC-USD,PETR4.SA"
2023-01-31,zeus_1000,Zeus,1000.0,risk_on,1061.2572444528644,1061.2572444528644,709.425,0,0,"BTC-USD,PETR4.SA"
2023-02-01,zeus_1000,Zeus,1000.0,risk_on,1068.3174039502762,1068.3174039502762,709.425,0,0,"BTC-USD,PETR4.SA"
2023-02-02,zeus_1000,Zeus,1000.0,risk_on,1064.0672606537373,1064.0672606537373,709.425,0,0,"BTC-USD,PETR4.SA"
2023-02-03,zeus_1000,Zeus,1000.0,opportunistic,1056.3026787099514,1056.3026787099514,709.425,0,0,"BTC-USD,PETR4.SA"
2023-02-06,zeus_1000,Zeus,1000.0,opportunistic,1052.334984198963,1052.1814182782307,647.8450657863266,1,1,"BTC-USD,PETR4.SA"
2023-02-07,zeus_1000,Zeus,1000.0,opportunistic,1063.545747842065,1063.545747842065,647.8450657863266,0,0,"BTC-USD,PETR4.SA"
2023-02-08,zeus_1000,Zeus,1000.0,opportunistic,1059.4878012516274,1059.4878012516274,647.8450657863266,0,0,"BTC-USD,PETR4.SA"
2023-02-09,zeus_1000,Zeus,1000.0,opportunistic,1049.1757034083987,1049.1757034083987,647.8450657863266,0,0,"BTC-USD,PETR4.SA"
2023-02-10,zeus_1000,Zeus,1000.0,opportunistic,1046.5420539010552,1046.5420539010552,647.8450657863266,0,0,"BTC-USD,PETR4.SA"
2023-02-13,zeus_1000,Zeus,1000.0,opportunistic,1053.0289004844763,1053.0289004844763,647.8450657863266,0,0,"BTC-USD,PETR4.SA"
2023-02-14,zeus_1000,Zeus,1000.0,balanced,1058.243821212892,1057.9984135289212,745.7627316906842,1,1,"PETR4.SA,BTC-USD"
